LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,FullBath,HalfBath,GarageCars,Neighborhood,KitchenQual,SalePrice,BathsTotal,Age
7502.774246743578,7,6,1996,1568.8309704340231,2,0,2,Downtown,Ex,763005.594622051,2.0,28
2661.1894377572567,10,3,1973,1224.7064664996467,2,0,0,Rural,Ex,430704.79451156163,2.0,51
7086.72038475987,7,8,2014,1754.8446156123282,2,0,0,Downtown,Gd,656105.5748171606,2.0,10
4674.752482108306,9,9,1967,1092.800906276838,2,1,0,Rural,TA,343993.4701364878,2.5,57
7141.197337186319,1,4,1993,2250.421515140189,3,0,3,Suburbs,TA,501830.28651189624,3.0,31
4473.481686914966,2,9,2006,2176.4002674483627,2,0,1,Suburbs,Gd,432390.5683301112,2.0,18
2390.235798670962,9,7,1977,1266.7129643986118,2,1,1,Rural,Gd,416648.54854291753,2.5,47
2744.9151242336748,9,3,2020,1185.6648764845697,3,0,3,Downtown,Ex,788552.5792481315,3.0,4
6096.1698933227635,6,7,1972,500.0,3,0,2,Rural,Ex,346179.9575037577,3.0,52
6519.445003442964,6,1,1983,759.2096142243159,3,1,2,LuxuryEstate,Ex,891398.4385612429,3.5,41
4191.366749791183,4,3,1960,830.2651125211219,1,1,2,LuxuryEstate,TA,476407.54711015464,1.5,64
7277.184917554748,4,6,1984,1567.5951704936929,1,1,3,Downtown,TA,486245.00525915134,1.5,40
2676.95987546208,5,4,1991,1336.88314777932,2,1,1,Rural,Gd,311488.7876246929,2.5,33
5867.840402705367,3,7,1977,827.3322562923793,2,0,3,Rural,TA,230259.74102514575,2.0,47
3577.967600475087,1,3,1973,1359.4179787677213,2,1,1,Suburbs,Ex,380618.1335557721,2.5,51
4696.327784395682,1,1,1957,1752.6685738236743,1,0,0,Downtown,Ex,448588.75563061086,1.0,67
6094.797342632828,7,9,2002,1763.9196749577936,2,1,3,LuxuryEstate,Ex,1185114.1237692223,2.5,22
4279.173269432095,1,6,2021,550.1648595705594,2,0,1,LuxuryEstate,Ex,570592.61770312,2.0,3
5230.888911540349,1,8,1953,1435.8682597580846,1,1,0,Downtown,Ex,437418.1068936416,1.5,71
8012.585618428881,3,3,1954,808.3296115141948,3,1,0,LuxuryEstate,Fa,458388.53900817496,3.5,70
4846.216260953703,10,8,1998,1950.8643485701368,1,0,3,Downtown,Gd,772800.0739225117,1.0,26
7671.384224130284,4,2,1979,1892.0732081767492,2,1,1,LuxuryEstate,Gd,841779.064535579,2.5,45
3740.5862906847638,4,4,2021,1050.9863868377709,1,1,0,LuxuryEstate,TA,542836.8244038158,1.5,3
7059.608355830565,2,3,2012,1116.9773987998,3,1,3,Downtown,Ex,637303.7644961514,3.5,12
8883.1372413158,1,10,1996,1269.3664747508465,3,0,0,Downtown,Fa,390814.1122495501,3.0,28
1056.7109997454218,3,1,1975,500.0,3,1,2,LuxuryEstate,Ex,521400.1487345992,3.5,49
4406.209489059047,4,7,2006,1667.9840867202884,3,1,3,LuxuryEstate,Ex,992415.6541338708,3.5,18
7154.14425436108,3,10,1986,1363.5777268299346,3,0,0,Suburbs,TA,362378.1428755895,3.0,38
5593.909227914015,8,2,1956,1985.0875412839296,3,0,3,Rural,Fa,398141.6472188895,3.0,68
6742.291746742618,10,4,1989,950.7953910187236,2,1,3,Downtown,Fa,580700.9772834831,2.5,35
4792.029626568359,1,9,1988,1190.4385258750342,2,0,1,Downtown,Gd,415021.43150901794,2.0,36
6173.1795749458,2,6,2011,746.7373709804424,1,0,1,Rural,Ex,305669.7331947477,1.0,13
5688.645529215841,7,8,2002,997.8547182528735,2,0,0,Suburbs,Fa,344433.88385444897,2.0,22
8335.564123319615,4,2,1953,909.0090019658905,3,1,3,LuxuryEstate,Gd,644704.6886902407,3.5,71
6508.841686602426,8,7,1974,1997.9868394232228,2,1,3,LuxuryEstate,Fa,863306.3278721888,2.5,50
6675.2053241504045,3,6,1956,1150.8690756243038,1,0,2,Suburbs,Ex,377273.21975444123,1.0,68
5176.246067755065,6,9,1977,1562.0878423723068,3,1,3,Suburbs,Gd,506594.2581996844,3.5,47
5024.787551855013,9,7,2018,1309.6182980690978,2,0,1,Rural,Fa,369578.7966835276,2.0,6
5134.883624360758,1,1,2016,865.2673669935936,2,1,3,Rural,TA,289346.6889124445,2.5,8
6788.904284756593,1,8,1969,1415.8497884141786,1,0,1,LuxuryEstate,Fa,525297.6859369172,1.0,55
5158.031038359474,8,10,1960,1799.5516659317973,3,1,2,Suburbs,Ex,633766.2078797249,3.5,64
6579.549713792826,3,3,2016,896.1203037283238,1,0,0,Suburbs,TA,270004.9435783633,1.0,8
10150.801597290878,5,2,1956,1904.5563953656892,3,1,1,LuxuryEstate,Fa,771232.6266041835,3.5,68
7742.249406863384,1,3,1972,1075.1395392611519,3,1,0,LuxuryEstate,Fa,530094.7502161083,3.5,52
5347.952935664318,5,6,2010,1258.5080369635796,2,0,0,LuxuryEstate,Gd,709889.8276268978,2.0,14
8402.427844327889,6,3,2020,1765.341561505024,1,1,0,LuxuryEstate,Ex,1139481.5373459982,1.5,4
5183.849253956897,8,10,1983,1168.281921390256,1,1,0,LuxuryEstate,Fa,663202.3725911736,1.5,41
1923.7509296442922,3,5,1968,1518.7874296679329,1,1,1,Rural,Fa,211737.41159204315,1.5,56
3983.827378165192,3,6,2007,1342.6545856059538,3,1,2,LuxuryEstate,Fa,635103.7114793871,3.5,17
2258.416157948289,10,8,1958,1564.6840033519093,1,1,3,Suburbs,Ex,665262.0339536882,1.5,66
5296.973031917382,9,7,1997,500.0,3,1,1,Downtown,TA,523590.2954229127,3.5,27
6036.836758379103,4,8,1990,585.1590923959585,1,1,2,Rural,Ex,305743.98921256204,1.5,34
9352.874624550564,4,3,1997,1807.983503023419,1,1,3,Suburbs,Gd,512637.69201323943,1.5,27
6653.854747528325,7,4,1994,2018.5907028245251,2,0,0,Downtown,Gd,641963.7067625608,2.0,30
5561.798942382272,2,6,1974,1044.7566482342395,1,1,3,Rural,Ex,305795.37142249016,1.5,50
7658.811162366978,8,7,1974,1377.9858239144328,2,0,3,LuxuryEstate,Fa,759370.1012125923,2.0,50
1577.7293819842298,6,9,1968,1647.3596264511507,2,1,2,Rural,Fa,266948.74913999095,2.5,56
6471.229116217132,3,1,1988,1846.608800829352,3,0,3,LuxuryEstate,TA,768239.030667813,3.0,36
7541.730387773934,9,8,1976,500.0,1,1,0,LuxuryEstate,Ex,893850.3836814767,1.5,48
3042.8275084403167,5,8,2023,1056.9798765108114,1,0,1,LuxuryEstate,Ex,793950.3848540026,1.0,1
8287.508086413858,8,6,2012,1333.7103100750626,1,0,1,Downtown,Fa,516506.18380736496,1.0,12
6676.992814988828,7,4,2017,1851.5700986180245,2,1,2,Rural,Gd,471100.39985732746,2.5,7
5169.424172198397,8,3,1968,2749.2152418607475,1,0,0,LuxuryEstate,Gd,1035002.8042320813,1.0,56
7265.563732212569,7,3,1977,1385.997136595141,3,1,0,Suburbs,TA,435488.25509949384,3.5,47
10541.38571560879,3,6,1982,796.5112689480056,3,1,3,Rural,TA,297083.02004426066,3.5,42
6363.73251011699,2,8,1959,1701.134038600649,1,0,2,Suburbs,Gd,367513.2170606207,1.0,65
6496.441172600672,7,7,1979,2160.497894770355,2,1,0,Downtown,Ex,771114.2998805612,2.5,45
5081.278200919512,3,1,1971,1554.0070604897505,3,0,0,Downtown,TA,377151.2654552071,3.0,53
4300.311261070417,3,6,1952,1046.6757274228535,3,0,0,Rural,Fa,198412.43554754232,3.0,72
7660.671633088491,2,7,1997,1978.9969707400096,2,1,1,Downtown,Ex,680642.1245629634,2.5,27
4287.832348182265,4,7,1951,1831.7728092492175,3,1,1,Downtown,Fa,412230.7986433593,3.5,73
6143.132474438785,8,9,2003,986.9595779021878,2,1,1,Rural,TA,373276.367216529,2.5,21
5044.685106469767,1,10,1955,1690.712808767171,3,1,3,Suburbs,Gd,401700.5372512063,3.5,69
6957.959651492783,1,5,1989,1998.6327838294364,2,1,3,LuxuryEstate,TA,779870.7984291875,2.5,35
6667.324210573896,5,1,1951,2090.945021279447,3,0,3,Rural,Gd,401117.4296947787,3.0,73
8075.079888515798,5,2,2022,1466.775512345272,1,0,0,Rural,Ex,445796.49851632246,1.0,2
4979.967202290506,1,4,1951,1320.9602769103406,3,1,1,LuxuryEstate,TA,502867.6667624479,3.5,73
5460.250129413257,6,5,2023,2113.6369110406313,3,1,0,Suburbs,TA,495594.5730386355,3.5,1
4042.4725684353853,1,9,2004,894.9197485095575,1,1,0,LuxuryEstate,TA,500488.05410421913,1.5,20
5111.413479847777,5,1,2021,1719.2896454605027,1,0,2,LuxuryEstate,Ex,955922.1360242715,1.0,3
6754.600986089705,9,3,2009,814.9866863177854,1,0,0,Suburbs,Fa,390086.6520469012,1.0,15
7513.977233290703,5,5,1955,2032.6881361298015,1,0,3,Suburbs,Fa,411263.22654345987,1.0,69
4155.669351644749,6,3,1968,1370.9772421944192,2,1,1,LuxuryEstate,Gd,721140.5338062259,2.5,56
7739.21184021132,8,4,1976,2134.2916178237347,2,1,1,LuxuryEstate,TA,967178.082903062,2.5,48
8711.275717609902,1,3,1950,1745.7063781777636,3,0,0,Rural,Fa,261920.47793189628,3.0,74
6826.869806447402,2,4,1982,888.389884969035,3,1,3,Suburbs,Ex,420777.58892974193,3.5,42
9753.591625116132,9,1,1989,2212.3138660386217,3,1,3,Downtown,TA,780937.7532811669,3.5,35
4452.421601792854,3,8,1981,2275.622633213865,2,0,3,Suburbs,Gd,464927.506542844,2.0,43
3510.690593377166,6,4,2018,1941.1432462996079,3,0,1,LuxuryEstate,Fa,793651.8819123611,3.0,6
2442.559502191443,5,7,1966,1119.20606748189,3,1,3,LuxuryEstate,Ex,814345.4105633553,3.5,58
8992.088622978366,2,2,1957,1346.9930228212957,2,0,3,LuxuryEstate,Ex,817783.4346756444,2.0,67
7308.731312708115,7,2,2006,1572.7136087028798,3,1,0,LuxuryEstate,Gd,933280.3861009661,3.5,18
5888.83065817909,4,6,1991,1148.1448003342834,2,0,2,Downtown,Fa,367202.1461381689,2.0,33
6559.93725263964,1,2,1958,2346.173286231602,2,0,3,Suburbs,TA,417536.92794749734,2.0,66
3749.021905403247,4,6,1984,1572.1632358630184,1,1,0,Downtown,Ex,530692.9840569857,1.5,40
10891.503959233652,6,2,2020,500.0,1,1,0,Downtown,Gd,470767.58779847063,1.5,4
6258.442363950455,7,4,2002,1669.6779063781103,2,0,3,LuxuryEstate,Ex,1134848.9350360755,2.0,22
6218.789589209786,7,7,2003,1325.9213015913433,2,1,2,Downtown,Ex,718890.3633970984,2.5,21
7451.533247797384,7,8,1974,1462.536721940776,1,0,1,LuxuryEstate,Fa,702043.9642095146,1.0,50
6962.018463473427,3,3,2016,1315.6903171071501,3,1,2,LuxuryEstate,Fa,646404.6495762143,3.5,8
6447.768048558262,6,9,2011,1903.5232083033436,3,0,3,LuxuryEstate,TA,904529.6612896307,3.0,13
4419.051089109376,8,2,2004,2059.843889276691,3,0,2,Downtown,Ex,920835.2077430278,3.0,20
6942.936714271991,4,8,1995,1641.5265811293268,2,0,0,LuxuryEstate,Gd,796938.4947479665,2.0,29
9764.048992950067,8,8,1973,1330.3444064309206,1,1,0,Downtown,Ex,705512.8164579041,1.5,51
8690.840092309954,2,4,1995,1479.331397595415,3,0,2,Suburbs,Gd,462706.32026152196,3.0,29
9186.373253278794,10,1,1971,1509.7998082888141,1,0,1,LuxuryEstate,Ex,1259575.1566720179,1.0,53
4977.568647137629,9,1,1960,1098.7849800675815,1,0,2,Rural,Gd,384438.8201227621,1.0,64
4020.7903594828385,9,2,1997,1789.4643242856173,2,0,3,Rural,Ex,563908.3734198501,2.0,27
5748.426159800703,8,9,1957,1730.0211619302331,3,1,1,Rural,Ex,501011.2708660231,3.5,67
6111.449824577389,10,2,1988,2270.220619888337,1,1,2,Rural,TA,491437.61082307034,1.5,36
8188.383036941897,10,2,1984,2127.6748901442375,2,0,2,Rural,Fa,424401.323287105,2.0,40
2615.070740570361,1,6,1998,1157.1625412049348,2,0,1,Downtown,Fa,346418.21643615566,2.0,26
9059.100638921227,2,7,1995,1910.1491872544823,2,1,2,Suburbs,Gd,468585.83922077174,2.5,29
5683.984202842021,6,7,1987,1024.5233084527642,3,0,3,Downtown,Ex,591795.3181567548,3.0,37
5146.23786010516,10,9,1957,1847.9660504704248,3,1,0,LuxuryEstate,Ex,1277498.824081413,3.5,67
3975.791249479665,5,6,2003,1241.6929006199462,2,0,3,Suburbs,Fa,322705.046030902,2.0,21
2690.2866562684612,9,8,1986,988.3733883122078,3,1,2,Suburbs,Gd,491479.97012209054,3.5,38
7646.341167923829,5,6,1989,1640.0226713487023,3,0,0,Suburbs,TA,441220.95578534383,3.0,35
6146.635934376808,2,2,1983,500.0,1,1,1,Suburbs,TA,253372.41735435257,1.5,41
3420.078200517892,10,1,1966,624.512212797386,2,1,3,Rural,TA,358816.21706036763,2.5,58
3409.842455872768,4,5,1982,1411.2540581128585,2,1,1,LuxuryEstate,Ex,781821.1219701181,2.5,42
5328.430601419744,9,9,1996,1541.2208833174213,3,0,0,Suburbs,Gd,567388.8703337653,3.0,28
9338.043050578786,1,8,2001,1315.3406149209056,2,1,2,Suburbs,Fa,356380.6238160404,2.5,23
5480.817297272791,1,4,1958,710.2818506412007,2,1,0,Rural,Ex,196594.06387948047,2.5,66
2993.714093763788,7,5,1982,1091.0540789307472,2,0,0,Downtown,Ex,559818.070178309,2.0,42
5508.513871828111,3,5,2009,1695.604663618697,3,0,1,Downtown,TA,461828.74034450436,3.0,15
5454.552860504659,10,6,1970,1790.8908853141813,3,0,3,Downtown,Gd,808564.6265982633,3.0,54
1000.0,2,3,2007,1491.8884412020293,3,0,0,LuxuryEstate,Gd,626873.609665168,3.0,17
5891.410266964375,9,5,2018,2078.4168905184943,1,1,2,Downtown,TA,703409.4465219,1.5,6
5538.130939582644,3,2,1959,1698.6985117296172,2,0,0,Suburbs,TA,317857.01858403103,2.0,65
7392.412729626836,2,10,1955,1126.272173020894,1,0,1,Rural,TA,211041.67504157242,1.0,69
9697.91218989069,8,1,1962,1359.7489732941913,3,0,3,Rural,Ex,563874.051380324,3.0,62
8253.130059095514,10,1,2014,798.5669213960726,1,0,2,Downtown,Ex,817352.6624321433,1.0,10
5462.222618890339,6,10,1969,1445.9305048042916,2,0,1,Rural,Ex,369639.83883314906,2.0,55
3786.9481825166595,6,7,2006,2056.0503096106695,2,0,0,Suburbs,Fa,439561.3195213148,2.0,18
11146.71960649972,10,2,1995,1842.6450423554838,3,0,0,Downtown,Fa,711535.0818274177,3.0,29
6118.436868028976,7,4,1957,2201.004662959561,3,1,3,Suburbs,Gd,564489.0692281048,3.5,67
6027.858583825892,7,5,1959,1348.5573781005035,1,1,1,LuxuryEstate,TA,698475.7214075534,1.5,65
5951.749825779993,6,7,2022,2173.0498972571286,3,1,1,Suburbs,TA,534023.6063950913,3.5,2
6396.1695215357095,4,2,2016,1403.347886776015,1,1,3,Suburbs,Ex,563737.0271497848,1.5,8
5711.279176152115,9,6,1960,2235.792541284947,2,1,2,Suburbs,Fa,488697.03752117243,2.5,64
4852.675986239527,6,1,1961,1489.071626278938,2,0,1,Suburbs,TA,373854.1346858036,2.0,63
4906.282117519216,4,7,1959,1853.6156869021383,2,0,3,LuxuryEstate,Gd,761507.3853136478,2.0,65
5934.493459568003,3,9,1974,2237.5561821549277,2,0,1,Downtown,TA,474859.85528105026,2.0,50
4913.15045773247,4,5,1998,1403.2861857093972,2,0,3,Suburbs,Ex,540380.9251938435,2.0,26
4574.308434645671,3,5,1998,1609.194493772087,1,1,0,Downtown,Ex,514822.2210268698,1.5,26
6212.860455383794,2,4,1960,2144.431712603151,2,1,0,Rural,Fa,279134.2623359457,2.5,64
5490.04556515829,5,3,2011,1433.4984180349682,1,0,1,Suburbs,Gd,389511.315072981,1.0,13
9007.985977165377,2,9,1985,839.5538587469194,2,0,1,Suburbs,Gd,334707.35942611843,2.0,39
1000.0,6,5,1988,2571.503527292455,1,1,0,Rural,TA,368159.6586120656,1.5,36
8183.013703844923,3,8,2002,1265.1177678314316,1,1,2,Downtown,Gd,474996.64665445476,1.5,22
8492.170384995257,6,9,2005,1579.3780254687715,1,1,3,LuxuryEstate,TA,865583.1485290066,1.5,19
1853.2195351837008,10,5,1950,2078.0033347255635,3,0,2,Suburbs,TA,538451.7069866317,3.0,74
5314.624811839302,9,10,2005,1195.753048134399,1,0,2,Rural,Fa,368601.16835889197,1.0,19
5257.118268008417,1,9,1953,996.0660433889349,1,1,2,Rural,Gd,248711.67084350486,1.5,71
3184.9766105643575,6,2,1979,1626.8686483874167,2,1,0,Suburbs,Ex,484262.7250131006,2.5,45
4444.366624818249,9,9,1961,603.4618010438052,1,0,1,Downtown,TA,430282.4728109347,1.0,63
3778.8483090683426,4,4,1984,1356.04696156604,1,0,2,Downtown,TA,395340.8996261895,1.0,40
9504.540886847246,2,6,2001,1622.519332157703,3,0,0,Suburbs,TA,426684.3279929367,3.0,23
7871.356786294922,4,6,1980,1365.024051587418,2,0,3,Rural,Gd,343677.6961839734,2.0,44
8543.110189988318,1,6,2017,728.2745284071265,3,1,1,Suburbs,Gd,378088.6294015123,3.5,7
7443.34412808647,3,2,2001,2297.088978102006,3,1,3,LuxuryEstate,Gd,993333.7019044071,3.5,23
3741.8964575655414,10,7,1956,1551.7690769745877,3,1,2,LuxuryEstate,TA,942077.3674310459,3.5,68
4950.9594674404525,9,6,1971,2215.5760588808707,1,0,1,Downtown,Ex,855983.6367481893,1.0,53
6978.749122455836,10,1,2005,1369.9818749097776,3,0,2,LuxuryEstate,Ex,1363770.1530185917,3.0,19
3555.7443822161094,5,2,2007,1059.9940091546182,3,0,1,Rural,Gd,326035.13615797553,3.0,17
7425.996860344776,6,7,2013,1634.59046012758,2,1,2,LuxuryEstate,Ex,1140513.9006846333,2.5,11
5519.34920368373,3,1,1961,1392.1064368358902,2,1,3,Suburbs,TA,335827.9601628056,2.5,63
5250.358384900805,5,1,1956,911.119271004321,2,1,3,Rural,Gd,283678.19050709804,2.5,68
7421.919936406983,8,1,2004,2234.892129393748,2,0,2,Downtown,Gd,744171.6306738319,2.0,20
6888.526622972079,6,8,2011,1188.864888553002,3,0,1,Downtown,TA,541102.2592283643,3.0,13
5278.06766836184,4,4,2022,579.8668076022158,2,1,3,LuxuryEstate,Gd,601240.1590919389,2.5,2
8318.659606728495,2,4,2004,2164.0830269786666,1,0,1,Downtown,TA,524570.9106714735,1.0,20
3837.8733448002054,9,2,1985,1247.8509920936883,3,1,1,Suburbs,Gd,541098.1354661136,3.5,39
7231.871213888528,1,1,1973,1196.0880536921877,2,1,3,Rural,Ex,318447.2595358414,2.5,51
7186.202515936768,1,10,1993,617.306206485013,3,1,0,Suburbs,Gd,319947.5087409929,3.5,31
5380.90712137202,4,9,1966,2370.470743298495,2,1,0,Suburbs,Gd,457576.4311663462,2.5,58
6652.266044484236,7,7,1951,855.2597063951563,3,0,1,Suburbs,Gd,388127.4288890164,3.0,73
3497.7728472293943,1,4,1962,1529.224740352825,2,0,3,Suburbs,Fa,301429.0014696076,2.0,62
7848.054038413802,9,6,1980,1956.3101612702203,1,0,0,Rural,Ex,559437.1572893094,1.0,44
5630.195727114022,4,2,1977,1710.8584665015485,2,0,2,Rural,TA,269223.12577934883,2.0,47
4954.553958961921,3,7,2009,1470.1728440039042,3,0,1,Suburbs,Fa,324328.0307963767,3.0,15
8098.018451673779,1,2,1976,649.1670708562918,3,0,0,Suburbs,Ex,370372.6737808523,3.0,48
4591.312618914481,10,10,1964,1095.137582116358,1,1,3,Downtown,Gd,635222.3417728905,1.5,60
3183.0774072728805,4,8,1982,1593.900169021261,3,0,3,Downtown,Gd,542134.1555372942,3.0,42
2886.7416529521925,9,8,1969,1106.412965006502,1,0,1,Rural,TA,353259.9223044037,1.0,55
7212.01990269128,10,1,1991,1601.6797299993839,3,0,3,Downtown,TA,711700.9038292856,3.0,33
3439.1412950074337,6,8,1961,1840.8717044075709,3,1,2,Rural,Ex,492562.4828278545,3.5,63
9509.588363968729,6,2,2022,1981.2514429000507,1,0,2,Rural,Ex,544639.4624439182,1.0,2
1836.141184232556,1,6,1972,886.9103210936584,3,1,0,LuxuryEstate,TA,402041.028424864,3.5,52
9392.912736580076,10,1,2021,2598.3230274894768,3,0,3,Rural,Ex,767599.090001127,3.0,3
6422.0349344052365,2,5,1963,1883.7396722770652,1,0,2,Downtown,TA,388178.67778032226,1.0,61
5806.573776259215,6,7,1974,1499.1429231654681,2,0,1,LuxuryEstate,Gd,819150.8397216809,2.0,50
4910.1618263821,2,10,1980,2044.7682915383202,1,1,3,Downtown,TA,507789.3766820609,1.5,44
6798.2722287041415,3,1,2003,2682.7038859999866,3,1,0,Rural,Fa,345272.09106240247,3.5,21
5924.730595150303,4,2,1954,780.6399494715653,2,0,1,Rural,TA,206891.35495128954,2.0,70
8206.603764033043,5,7,1962,1387.3686787543231,2,0,1,Suburbs,TA,378215.0563980143,2.0,62
6228.455297324079,9,6,1977,500.0,2,0,1,Rural,Fa,264677.8170978911,2.0,47
6300.603522923755,4,3,1992,1596.3257663240124,1,1,2,LuxuryEstate,Fa,593682.5105904317,1.5,32
5272.775575572288,9,10,1996,1682.6971209625704,2,1,1,Rural,Fa,376671.0247778873,2.5,28
5886.108752557865,10,2,2020,1480.4189422786203,2,0,2,Suburbs,Fa,513691.0949889117,2.0,4
6615.603537784118,3,10,1987,1172.733214500845,2,1,1,Rural,TA,262975.26064256503,2.5,37
2579.6632146867487,8,4,2016,500.0,3,1,2,Rural,Ex,411922.8186847615,3.5,8
3303.629155788574,1,3,2011,1686.7668417058844,1,1,3,Rural,Fa,292263.7356950213,1.5,13
7486.5281880454295,9,7,1988,2227.7172419576627,1,1,2,Suburbs,Gd,644188.8522900082,1.5,36
6341.730876255884,9,8,1986,1204.490772133284,3,0,2,Downtown,TA,604448.523145492,3.0,38
5632.033327294642,10,2,1957,1720.0299645115724,2,0,3,Rural,Ex,582713.6733879666,2.0,67
6036.867866130787,2,10,2001,715.9278432899747,3,1,1,LuxuryEstate,Gd,616886.5552510596,3.5,23
6695.163410723342,4,7,1982,1728.606531846257,3,1,3,Suburbs,TA,425023.81680290226,3.5,42
4920.480639381277,8,8,1991,1303.3088511276715,2,1,1,LuxuryEstate,TA,807491.7871741246,2.5,33
4443.390549195375,7,6,1976,1118.7910246985427,2,0,2,Rural,Gd,348266.2434097721,2.0,48
6391.6905101953635,1,6,1957,1119.8181793919348,1,0,1,Suburbs,Fa,214041.82398681683,1.0,67
4043.2544447699356,5,10,1972,1303.194208983495,2,1,2,Rural,Fa,279252.1952650853,2.5,52
6816.5055114289435,7,1,2013,1691.2166578462677,3,1,1,LuxuryEstate,Gd,1036029.4854841364,3.5,11
2594.8327915243194,4,4,1969,843.9183994022411,3,1,2,Suburbs,Ex,353886.6131032176,3.5,55
8058.311274651287,1,1,1965,1301.4423342160735,2,1,2,Downtown,Fa,363758.9342285332,2.5,59
6945.194964826086,9,4,1966,1479.264111000426,1,0,0,Downtown,TA,567699.5980313848,1.0,58
6512.059468627751,5,2,1968,950.4803877340704,3,0,1,Downtown,TA,390090.0770250464,3.0,56
7965.381967891028,2,5,1957,2398.3326008375084,2,0,1,Rural,Ex,453698.83986692945,2.0,67
9330.948888925153,8,10,1987,1073.2522599693293,1,0,0,Suburbs,TA,438899.8274120278,1.0,37
8028.740130036261,2,9,1987,1165.2815431832548,1,0,2,LuxuryEstate,Fa,507372.8365494988,1.0,37
2318.2515373367096,3,10,2002,1010.846025088751,3,0,2,LuxuryEstate,Ex,744568.2821640179,3.0,22
3440.846066528597,10,3,1980,2399.240043569059,3,1,0,Rural,Fa,414196.5264905575,3.5,44
4750.362844608642,1,8,1993,1776.4526142997408,1,1,0,Rural,Ex,376698.90250434395,1.5,31
6052.182100421667,2,3,2009,1031.703996878179,1,0,3,LuxuryEstate,Gd,634416.3754675508,1.0,15
7035.318040938246,7,6,1966,2053.1157794299843,1,0,2,Suburbs,TA,474439.04967915796,1.0,58
4548.512373693069,10,4,2022,1600.3493471444392,2,0,3,Rural,Ex,640546.4390583611,2.0,2
6373.533528954156,2,8,1988,1628.6267105557508,3,1,1,Suburbs,Gd,435185.43991020526,3.5,36
4489.2341352933545,6,6,1991,1327.7613956237738,1,1,3,LuxuryEstate,Fa,616153.4606913128,1.5,33
4776.964394016104,3,8,1997,1125.2920065215135,3,1,0,Suburbs,Gd,341930.397635562,3.5,27
3186.6778063035554,4,1,1961,1668.8830495273007,3,1,0,Downtown,Fa,357649.4338845524,3.5,63
4153.533507778191,8,6,1967,1227.4563850022048,3,0,0,LuxuryEstate,Ex,960930.3598396591,3.0,57
3296.630788767333,3,1,1955,2408.3778147875523,1,1,0,Downtown,Ex,580160.3757102839,1.5,69
4048.2534940453343,10,1,1992,865.354447378448,2,0,3,LuxuryEstate,TA,846270.3173276793,2.0,32
8107.2835932156795,6,8,1984,2268.0783864274727,1,1,3,Downtown,TA,598112.6197775976,1.5,40
4101.202222336114,1,7,2003,1444.3405756010998,3,1,3,Suburbs,Ex,491761.57182022906,3.5,21
11264.764129674782,7,3,2011,1649.542867010553,1,1,0,LuxuryEstate,Fa,819487.9220406379,1.5,13
6986.635801761779,8,6,2018,1916.5788833147174,1,1,0,LuxuryEstate,Fa,902593.5968344798,1.5,6
6369.672247389748,8,9,1965,1184.875352497782,3,0,2,Downtown,Ex,694439.5151801957,3.0,59
4283.284439637573,3,7,1957,1932.1241923493183,3,0,2,Suburbs,Fa,377875.7938221823,3.0,67
7400.619758817983,10,3,1980,500.0,1,0,0,LuxuryEstate,Ex,960576.8303942542,1.0,44
4848.724347524452,1,6,1959,1140.0052333890303,1,0,2,Rural,TA,177725.95466008392,1.0,65
6244.019629290723,9,4,2005,1037.9685963294673,1,0,1,Downtown,Fa,474654.3177494116,1.0,19
11120.16907653759,6,3,2019,873.2469938141192,1,0,1,LuxuryEstate,TA,772630.0978932875,1.0,5
5807.8802005507005,9,9,1969,1392.5225809605245,2,0,0,Suburbs,Gd,544236.1979055861,2.0,55
8298.546652571351,7,10,1954,1692.8749840908474,1,1,3,Suburbs,TA,443629.3758557456,1.5,70
4593.647149748225,1,2,1972,1851.329999249653,2,0,1,Suburbs,Gd,371465.09796950116,2.0,52
5930.0230190060765,1,1,1958,1620.4383786002038,3,1,1,Suburbs,TA,318464.44984583114,3.5,66
9541.60127127102,6,2,2007,1167.1532675532267,2,0,3,Downtown,TA,506324.81041927164,2.0,17
4746.065884424465,5,7,2008,1684.5082189125835,3,1,2,LuxuryEstate,Fa,739174.8327470474,3.5,16
9624.897115993857,9,10,2003,1562.1428474254253,2,0,3,Downtown,TA,703416.3131422206,2.0,21
7415.50387091095,2,1,1995,1968.028083968008,3,1,2,Downtown,Ex,693564.0011386975,3.5,29
4875.066448211464,8,6,1971,1888.4683514657584,1,0,2,Suburbs,Fa,399136.61892255384,1.0,53
7264.815478111042,5,7,2013,1515.2382069603145,2,0,3,Rural,Fa,357282.9559801154,2.0,11
7945.10889925346,2,9,1957,1051.3734969193715,2,0,2,Suburbs,Fa,263612.46005503513,2.0,67
7243.619924434393,10,8,1969,1173.5249220839596,3,0,1,Rural,TA,424903.4816585214,3.0,55
2859.550560219087,6,6,2000,1225.1053201809832,3,1,0,Downtown,Fa,377103.2925250178,3.5,24
4545.725648350262,10,3,1988,1342.366833041872,2,0,2,Suburbs,Gd,567302.8299740582,2.0,36
5504.9627288969905,8,8,1986,1634.0252137948767,3,0,1,Suburbs,Gd,546424.8526600751,3.0,38
5851.133141799907,4,7,1999,1857.5871950640292,1,1,3,Downtown,TA,521065.56547034846,1.5,25
7241.344195101356,2,3,1983,1474.4406534923112,2,0,2,Suburbs,Fa,329214.7274349527,2.0,41
