BHK,SqftArea,Bathrooms,Balconies,CityTier,LocationType,Furnishing,PropertyAge,PowerBackup,SalePrice_INR,PricePerSqft
5,2804.123095842484,3,2,Tier 1 (Metro),City Center,Fully Furnished,11,No,54697664.53702629,19506.156708356866
2,736.573616010683,2,0,Tier 3,City Center,Fully Furnished,22,Yes,5129112.632294911,6963.4759117146
2,1155.205582768695,1,1,Tier 2,Outskirts,Fully Furnished,0,No,6999164.926367113,6058.804623842045
2,799.5565962146551,1,3,Tier 3,Outskirts,Unfurnished,1,Yes,2845058.788799564,3558.295688221372
3,1274.2694287940894,3,1,Tier 2,Suburbs,Semi-Furnished,15,Yes,8844729.384614957,6941.019838312535
3,1059.964442815297,3,1,Tier 1 (Metro),Outskirts,Semi-Furnished,21,Yes,9908580.302182931,9348.030841360536
2,899.7195706228727,1,3,Tier 2,Suburbs,Semi-Furnished,1,No,6817603.474720827,7577.476024002706
1,597.5312458477979,1,0,Tier 2,Tech Park,Fully Furnished,15,No,4878128.341660052,8163.804613662998
3,1654.688426533187,4,3,Tier 3,City Center,Unfurnished,19,Yes,11187401.263867099,6761.031916628758
3,1793.5266336084105,3,0,Tier 1 (Metro),Tech Park,Fully Furnished,15,Yes,30291015.2287547,16889.080240649655
2,1104.428509186787,1,3,Tier 3,Outskirts,Semi-Furnished,5,No,4867508.110383248,4407.264091695072
5,1948.1650857348154,2,2,Tier 3,City Center,Fully Furnished,12,Yes,14738030.739548791,7565.083086369886
2,933.8421551344885,1,0,Tier 2,City Center,Fully Furnished,11,Yes,10319003.973015193,11050.05157057735
2,843.9601741765075,2,1,Tier 3,Tech Park,Semi-Furnished,22,Yes,4072717.318202276,4825.722164172286
4,2532.229961615616,3,2,Tier 1 (Metro),Suburbs,Fully Furnished,9,No,33686752.22681348,13303.196288428964
2,760.6422707147377,1,0,Tier 3,City Center,Fully Furnished,4,No,5755103.961180493,7566.111144168609
3,1768.1093068167334,2,0,Tier 2,Suburbs,Unfurnished,7,No,11162752.114066841,6313.38349446507
2,1178.5907740217538,1,0,Tier 1 (Metro),Tech Park,Fully Furnished,5,Yes,21391007.154313825,18149.647550116493
2,1365.9240403432175,2,3,Tier 3,Tech Park,Unfurnished,4,No,8841266.020892082,6472.736228195036
5,2295.156703685251,4,0,Tier 1 (Metro),Suburbs,Semi-Furnished,19,Yes,30506983.03273803,13291.895487464562
2,1142.4644319160325,2,1,Tier 1 (Metro),Tech Park,Unfurnished,21,No,18179614.66776442,15912.630765471888
4,2912.660734615537,4,0,Tier 2,City Center,Fully Furnished,5,Yes,29052225.582472023,9974.462606372463
2,876.4716646132607,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,21,Yes,14332825.174554136,16352.867700381885
2,692.9919504935281,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,16,Yes,12695400.503688397,18319.69403778372
1,350.0,1,1,Tier 3,City Center,Fully Furnished,5,Yes,2875937.6123615657,8216.964606747331
3,1713.8136086583993,4,2,Tier 1 (Metro),Suburbs,Unfurnished,16,No,22020728.373740066,12848.963424312078
2,623.3699583882833,1,1,Tier 1 (Metro),Tech Park,Fully Furnished,4,No,12287720.394052386,19711.762218734704
4,1851.0723788248308,4,3,Tier 1 (Metro),Suburbs,Unfurnished,22,Yes,22571519.411695644,12193.753021167853
2,1087.462637407792,1,0,Tier 1 (Metro),City Center,Semi-Furnished,16,No,21057650.982246973,19364.022503285763
5,2592.5877684149573,4,3,Tier 2,Suburbs,Semi-Furnished,16,Yes,18132366.298435267,6993.925729087636
2,1085.0889728368345,1,2,Tier 2,Suburbs,Fully Furnished,12,No,7868897.660879679,7251.8455701447165
4,2088.915942320342,3,0,Tier 3,Outskirts,Unfurnished,21,No,6560388.187363643,3140.570692412087
3,1883.659743994018,4,1,Tier 2,Outskirts,Fully Furnished,6,No,10315107.607190404,5476.099194708469
3,1214.305085778361,3,0,Tier 1 (Metro),Tech Park,Fully Furnished,21,Yes,21299489.12205684,17540.475924470018
3,1296.9014584624406,3,2,Tier 3,Outskirts,Fully Furnished,20,Yes,5249409.212679066,4047.654645174488
3,1268.2021664187528,4,2,Tier 2,Outskirts,Fully Furnished,5,No,8522967.476600548,6720.511683613002
3,1749.057543558783,2,3,Tier 2,Outskirts,Unfurnished,13,Yes,9314562.438614,5325.475123969786
2,1180.0797176790127,1,0,Tier 2,Suburbs,Fully Furnished,15,No,8161510.243005375,6916.066873056237
1,545.1225319318509,1,0,Tier 3,Suburbs,Semi-Furnished,2,No,4041108.83627221,7413.211891922702
4,2473.397466755971,3,0,Tier 2,Outskirts,Unfurnished,8,Yes,13307215.714838618,5380.136388791542
3,1146.5877397870859,2,3,Tier 1 (Metro),City Center,Fully Furnished,14,No,22652913.9021123,19756.808062781838
3,2000.1672334653413,2,2,Tier 2,Outskirts,Unfurnished,20,No,8806544.12713967,4402.903907130858
2,1304.6477243424515,1,1,Tier 1 (Metro),City Center,Fully Furnished,17,Yes,25469976.517690267,19522.493346261155
2,1147.1243994491492,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,9,Yes,16046983.252610853,13988.877980728714
2,1356.359781754212,1,3,Tier 1 (Metro),City Center,Semi-Furnished,9,No,25398228.932172116,18725.28902274291
3,1003.0130376966679,4,3,Tier 1 (Metro),Suburbs,Semi-Furnished,22,Yes,13341931.778797934,13301.8527948914
2,895.1103727474697,2,1,Tier 1 (Metro),City Center,Unfurnished,2,Yes,19088090.31753424,21324.84540308127
2,852.9393078636095,2,2,Tier 1 (Metro),Suburbs,Semi-Furnished,0,No,12341636.912793858,14469.537045615167
2,1144.2958647514686,1,0,Tier 2,Suburbs,Fully Furnished,2,Yes,9631281.115943365,8416.775252469515
1,394.98592603978545,1,0,Tier 3,Outskirts,Fully Furnished,24,No,1000000.0,2531.7357760723703
3,1727.2485448012455,4,3,Tier 3,Tech Park,Fully Furnished,4,Yes,12659622.736228969,7329.357882125592
2,1274.1072287993427,2,2,Tier 1 (Metro),Tech Park,Unfurnished,6,Yes,21399362.197189357,16795.573962291295
3,1708.5608700251996,3,0,Tier 2,Suburbs,Unfurnished,2,No,11748664.385118406,6876.351080746175
2,1056.7502047323003,1,1,Tier 3,Outskirts,Semi-Furnished,3,Yes,4780386.560258045,4523.667503304652
2,802.4253318198502,2,2,Tier 1 (Metro),Tech Park,Unfurnished,16,No,12073300.748452408,15046.011472582653
1,415.3149033874636,1,2,Tier 2,Tech Park,Fully Furnished,2,No,4604585.943116387,11086.974981055733
1,624.9618905296667,1,3,Tier 2,Outskirts,Fully Furnished,22,No,2438766.8361413334,3902.2648790223575
2,1155.8698007810665,1,3,Tier 1 (Metro),Outskirts,Fully Furnished,3,Yes,13928597.185797386,12050.316719396325
2,992.1960961244912,2,0,Tier 3,Tech Park,Unfurnished,1,Yes,6960778.794482266,7015.527295129465
3,1374.6271362702328,4,3,Tier 3,Tech Park,Fully Furnished,13,No,9460675.344041761,6882.357473104563
2,594.8384253777247,2,2,Tier 1 (Metro),City Center,Semi-Furnished,4,Yes,13435458.399357341,22586.735870040295
3,1178.7442743946685,4,0,Tier 1 (Metro),City Center,Unfurnished,20,Yes,22219126.350452505,18849.827594592472
4,2764.567634855889,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,1,Yes,38074554.10451312,13772.335906876038
3,1115.86332869926,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,14,Yes,21145485.38726492,18949.888255503294
1,518.9479821221081,1,0,Tier 2,Outskirts,Unfurnished,10,No,1995704.8083572318,3845.674088944899
2,1201.4887946390397,1,1,Tier 2,Outskirts,Unfurnished,21,No,5064914.950266782,4215.532406848973
2,749.0154663995415,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,9,No,13553370.267579103,18094.913757561095
2,1036.9420949562166,2,0,Tier 3,Suburbs,Unfurnished,19,Yes,3208711.522631022,3094.3979786706464
5,2968.9577687553274,4,3,Tier 1 (Metro),Outskirts,Fully Furnished,0,No,32289218.72058416,10875.607278887208
2,1002.49986438145,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,18,Yes,16663996.532301178,16622.44267991297
2,1573.6806111333535,1,0,Tier 1 (Metro),Tech Park,Fully Furnished,13,Yes,26937289.324837215,17117.380194089812
3,999.4202223365415,2,1,Tier 2,Suburbs,Fully Furnished,24,Yes,6419465.094123718,6423.189115701171
3,1817.6185589651636,2,3,Tier 1 (Metro),Tech Park,Fully Furnished,22,No,29677841.827227835,16327.871258161289
3,1448.1594787810607,3,2,Tier 1 (Metro),Outskirts,Unfurnished,21,No,13338490.113562018,9210.650007131288
1,577.1920154836675,1,0,Tier 1 (Metro),City Center,Unfurnished,13,No,10173452.791776665,17625.76840785237
2,1088.261430339849,1,0,Tier 3,Suburbs,Fully Furnished,0,No,7145537.9451595545,6566.01230728916
3,1280.053140867001,4,0,Tier 3,Tech Park,Unfurnished,24,No,7464931.742371211,5831.7358116203595
1,522.899639245934,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,8,Yes,8634544.413685765,16512.813866419023
2,628.4197097203426,1,0,Tier 1 (Metro),Tech Park,Unfurnished,16,No,10241912.888346488,16297.886157810539
1,560.3247500571393,2,0,Tier 2,City Center,Unfurnished,13,Yes,4440752.619364459,7925.319413271699
1,529.8158465990525,2,3,Tier 2,Suburbs,Unfurnished,12,Yes,2974446.992099567,5614.114812142514
2,1127.7320337286205,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,12,Yes,19130608.574296582,16963.789270971625
2,1211.62366501743,2,3,Tier 3,City Center,Unfurnished,5,Yes,8153522.4710664945,6729.418305765099
3,1610.2859520629133,2,3,Tier 2,Outskirts,Semi-Furnished,6,Yes,9534889.610547084,5921.240012267435
3,1544.426825939483,4,2,Tier 1 (Metro),Tech Park,Semi-Furnished,1,Yes,28357178.975643747,18360.972821353273
3,1235.6794990016124,4,3,Tier 2,City Center,Semi-Furnished,7,Yes,13689260.522297245,11078.326162534628
2,857.5558472701898,1,1,Tier 3,City Center,Fully Furnished,23,No,5557902.385899929,6481.096716432047
2,1237.3469240354661,1,3,Tier 2,Suburbs,Unfurnished,5,No,7671785.937356259,6200.189929220175
2,1287.2670811411958,1,0,Tier 1 (Metro),Tech Park,Fully Furnished,24,Yes,21484504.42059053,16690.013079138138
3,1428.5668691063838,2,1,Tier 1 (Metro),Outskirts,Semi-Furnished,2,Yes,15444991.672812251,10811.528677319535
3,1513.8008241759824,3,1,Tier 1 (Metro),Tech Park,Unfurnished,17,Yes,24828795.416538272,16401.62630381279
1,409.5385625006234,2,2,Tier 1 (Metro),City Center,Fully Furnished,17,Yes,8444906.113979882,20620.53952237288
4,2469.102738106978,4,3,Tier 2,Outskirts,Semi-Furnished,21,Yes,13118899.10258089,5313.225286299323
1,566.5416823691778,2,3,Tier 3,City Center,Fully Furnished,22,No,3343256.837403072,5901.166571578916
3,2082.3652309391246,2,1,Tier 2,Suburbs,Fully Furnished,5,Yes,15204593.397521019,7301.597804081616
3,1236.5030768460783,3,3,Tier 3,Tech Park,Unfurnished,10,Yes,7984892.9126503635,6457.640957123421
4,1848.7968403927132,2,3,Tier 1 (Metro),City Center,Unfurnished,2,Yes,37233154.21639701,20139.126919152517
3,1569.4337767576717,4,2,Tier 3,City Center,Fully Furnished,15,Yes,10953627.212478334,6979.349734085421
3,1693.9468613177314,3,1,Tier 2,Tech Park,Unfurnished,4,Yes,14591475.44580585,8613.892075962201
2,956.8664724904735,1,0,Tier 1 (Metro),Outskirts,Unfurnished,23,Yes,8131210.23986146,8497.748090909743
3,1238.11167286389,4,1,Tier 2,City Center,Fully Furnished,21,No,12382933.47365966,10001.467351500338
1,588.1407528923571,2,2,Tier 1 (Metro),Tech Park,Unfurnished,1,Yes,10662953.42368467,18129.93466486793
4,2288.454145018233,4,2,Tier 2,Suburbs,Unfurnished,14,Yes,15768775.676934352,6890.579700389285
3,1225.1177698308825,3,2,Tier 2,Suburbs,Semi-Furnished,15,Yes,8542968.260903126,6973.181249409527
3,1906.6328403316488,4,3,Tier 1 (Metro),Tech Park,Unfurnished,6,Yes,33264273.246341716,17446.606678900785
2,1234.0397418393209,1,1,Tier 2,City Center,Semi-Furnished,15,Yes,11434064.292890664,9265.55596649451
3,1540.288949174338,2,3,Tier 2,Tech Park,Fully Furnished,23,Yes,13825933.28457807,8976.19455881273
3,1523.879358712811,3,3,Tier 1 (Metro),Tech Park,Semi-Furnished,3,Yes,27303396.442446403,17917.03279287739
3,1666.217331334772,2,1,Tier 1 (Metro),City Center,Fully Furnished,15,Yes,34111936.26828982,20472.68122038045
1,413.8296929743742,1,2,Tier 1 (Metro),Outskirts,Unfurnished,16,Yes,3455659.1671801903,8350.43793581573
1,503.00314791640824,2,0,Tier 2,Outskirts,Unfurnished,1,Yes,3256675.5803297292,6474.463616818042
2,569.523291078164,1,0,Tier 3,Suburbs,Semi-Furnished,15,Yes,2228369.1761828186,3912.6919146086107
2,1175.291129100587,2,1,Tier 3,Outskirts,Fully Furnished,3,Yes,5204429.100272914,4428.20418823011
4,1375.4027110232562,2,1,Tier 2,Tech Park,Unfurnished,6,Yes,12332420.003783321,8966.406642174195
2,1300.6839656857999,1,2,Tier 2,City Center,Semi-Furnished,17,Yes,11466352.536590204,8815.633035457959
5,2334.939953016775,4,1,Tier 1 (Metro),Suburbs,Semi-Furnished,5,Yes,32884159.42291577,14083.513959504176
2,957.6666036137647,1,1,Tier 2,Outskirts,Semi-Furnished,17,Yes,4246417.030731847,4434.128761207657
2,874.4532187830989,2,2,Tier 1 (Metro),Tech Park,Unfurnished,6,Yes,15403328.331502605,17614.81117644931
3,1413.588337823377,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,1,Yes,21410843.403980553,15146.448814757952
3,1925.559403544411,3,3,Tier 2,City Center,Unfurnished,18,Yes,17886130.456082273,9288.797023430676
2,502.43826869298414,2,1,Tier 1 (Metro),Outskirts,Unfurnished,8,No,6349937.118230129,12638.243370172644
3,1883.0896158264563,3,0,Tier 2,Tech Park,Fully Furnished,3,No,16900193.51327676,8974.71547357004
3,1601.4070443305122,4,1,Tier 3,City Center,Semi-Furnished,13,No,10933150.491795609,6827.215185859473
2,758.5956704285569,1,0,Tier 1 (Metro),Tech Park,Unfurnished,4,No,12857523.182658559,16949.11226608359
5,1962.3438034753808,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,24,No,33256340.109503444,16947.254630205614
5,3338.1965136041017,3,0,Tier 3,Tech Park,Semi-Furnished,6,No,19138726.055558268,5733.253263420085
3,1216.3479360171807,4,3,Tier 2,City Center,Fully Furnished,7,Yes,13125573.779565722,10790.969747146695
2,769.3298978808082,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,14,Yes,10862950.31228462,14120.015798433991
3,1841.1943627094188,4,2,Tier 1 (Metro),Tech Park,Fully Furnished,18,Yes,32495097.2545328,17648.922847403504
1,533.8552876285914,1,3,Tier 2,Suburbs,Semi-Furnished,10,Yes,3716052.6427902025,6960.786432025561
1,406.2074423463601,2,2,Tier 2,Suburbs,Semi-Furnished,19,No,1161470.9269460435,2859.3048917003703
2,1043.3249950809238,1,3,Tier 1 (Metro),Outskirts,Unfurnished,22,Yes,8482588.532538546,8130.341525921755
2,794.8494632719446,1,1,Tier 1 (Metro),Outskirts,Semi-Furnished,3,No,9588208.569596956,12062.923877595307
4,2440.328559369042,4,3,Tier 3,Suburbs,Fully Furnished,17,Yes,11850746.838078048,4856.209543006009
3,1818.41128946194,4,2,Tier 2,Outskirts,Fully Furnished,13,Yes,10011369.116353849,5505.558161881061
3,1659.601859646583,3,2,Tier 3,Outskirts,Fully Furnished,5,Yes,8617491.85925518,5192.505545330191
2,1072.3322122494033,1,1,Tier 2,Suburbs,Fully Furnished,24,Yes,7039541.776289915,6564.702333732242
2,1352.2376249734748,2,3,Tier 3,City Center,Semi-Furnished,15,Yes,9350455.571474249,6914.802101929137
2,999.937265477645,1,1,Tier 1 (Metro),Outskirts,Fully Furnished,17,No,9399390.923720013,9399.980627014795
5,1909.0629372895996,2,0,Tier 2,Outskirts,Unfurnished,0,No,10728230.397296019,5619.631593983732
1,544.9473912832307,1,3,Tier 1 (Metro),City Center,Semi-Furnished,7,No,10684346.831241926,19606.198693937502
4,2834.4188198148454,2,1,Tier 2,City Center,Fully Furnished,0,Yes,29377332.44487044,10364.499501449638
3,1195.5721520442444,2,1,Tier 1 (Metro),City Center,Unfurnished,0,No,24499278.752681997,20491.67732017846
2,927.7074466612029,1,2,Tier 1 (Metro),Suburbs,Fully Furnished,18,Yes,13035435.051084535,14051.234683949942
3,1624.9338114304355,4,3,Tier 3,City Center,Semi-Furnished,20,Yes,9882719.32357849,6081.92115522459
2,989.2190301988521,2,0,Tier 3,Suburbs,Semi-Furnished,24,No,3786723.6464442913,3827.9931247209092
4,1607.0785678490743,2,0,Tier 1 (Metro),Tech Park,Unfurnished,9,Yes,27366714.2054738,17028.85892013457
4,2448.7431424921883,2,3,Tier 2,Tech Park,Semi-Furnished,17,Yes,20928064.171869487,8546.45136466625
2,1464.0081444034518,2,3,Tier 1 (Metro),City Center,Unfurnished,11,Yes,27812674.35530403,18997.622698770592
2,1039.2262918047816,1,1,Tier 1 (Metro),City Center,Fully Furnished,16,No,19678507.0733944,18935.728655613155
3,1228.7795130792001,4,2,Tier 3,Tech Park,Semi-Furnished,0,Yes,9084702.114537241,7393.272770126086
4,1380.41578997861,3,2,Tier 1 (Metro),Suburbs,Fully Furnished,7,Yes,19732392.274344344,14294.528081752891
2,1051.5951962442361,1,2,Tier 3,Suburbs,Fully Furnished,9,Yes,5826595.254893678,5540.720683874666
3,1831.1632029948773,3,3,Tier 1 (Metro),City Center,Semi-Furnished,9,No,35547973.36082373,19412.782707016406
3,1642.5503239486147,4,2,Tier 2,City Center,Fully Furnished,17,No,16776102.030987673,10213.447823418099
3,1499.278847724344,2,1,Tier 2,City Center,Unfurnished,8,Yes,15213537.670035552,10147.236915352454
2,882.1456696421387,1,3,Tier 1 (Metro),Tech Park,Unfurnished,24,Yes,14278945.65813615,16186.60743857498
3,1172.350910184573,2,3,Tier 1 (Metro),Outskirts,Unfurnished,1,Yes,13273953.52475091,11322.508823455497
4,2333.900530529953,2,2,Tier 3,City Center,Semi-Furnished,2,Yes,17163742.066719756,7354.101788914898
2,1182.7543242771171,1,0,Tier 2,Suburbs,Fully Furnished,1,No,9896575.85157661,8367.397732936008
2,690.8540426618533,2,0,Tier 1 (Metro),Outskirts,Fully Furnished,5,Yes,8362925.301941526,12105.198472486696
5,3294.919489090342,3,1,Tier 2,Suburbs,Fully Furnished,22,Yes,21225387.828130532,6441.85325268461
2,1114.8142441788002,1,2,Tier 1 (Metro),Outskirts,Fully Furnished,11,No,11651430.568740448,10451.454697121475
4,2559.8378580583176,3,2,Tier 1 (Metro),Tech Park,Unfurnished,21,Yes,41686048.45884046,16284.644094786561
2,731.574450302977,1,3,Tier 1 (Metro),Outskirts,Semi-Furnished,18,No,7885479.808053104,10778.779664581481
2,726.8351689169122,1,3,Tier 1 (Metro),Suburbs,Unfurnished,14,No,9613188.757500874,13226.091923738217
4,1940.4122760930813,2,2,Tier 3,Outskirts,Unfurnished,18,No,7503224.9949300345,3866.8199987053194
2,1100.556885379039,2,3,Tier 2,Tech Park,Semi-Furnished,11,Yes,9615567.194288068,8737.001532616285
3,2038.908246878089,3,2,Tier 3,Suburbs,Semi-Furnished,17,Yes,9530919.784363156,4674.521180124999
2,1141.2157827630263,2,1,Tier 2,City Center,Unfurnished,15,No,9941204.328890914,8711.064532267521
3,1427.19561695639,2,3,Tier 3,Outskirts,Fully Furnished,1,Yes,7823049.253662546,5481.413452169809
2,794.7261584668215,2,2,Tier 2,Suburbs,Semi-Furnished,10,Yes,5260585.344775401,6619.3685569933605
2,1246.00011454383,1,3,Tier 2,Outskirts,Semi-Furnished,11,Yes,5135453.920709846,4121.5517244073235
5,2017.6472871246426,2,1,Tier 3,Tech Park,Unfurnished,4,Yes,12896410.58330386,6391.806271393742
2,1325.6937109544642,1,3,Tier 2,Suburbs,Fully Furnished,23,No,7126425.527918128,5375.619925651825
3,1414.684605118047,2,2,Tier 1 (Metro),City Center,Semi-Furnished,5,Yes,29364299.714043148,20756.781835194193
2,1318.11641452357,1,3,Tier 2,City Center,Unfurnished,24,Yes,11870886.458252288,9005.946915958095
3,1703.6793870177835,3,3,Tier 3,Outskirts,Semi-Furnished,10,No,5909573.624846796,3468.7122881678147
2,972.6009021115084,2,2,Tier 2,Tech Park,Fully Furnished,20,No,8632144.840230385,8875.320618652595
5,2240.3018140869367,3,0,Tier 2,Tech Park,Unfurnished,9,Yes,20450046.641628493,9128.255181082897
2,931.818424530784,1,3,Tier 2,Outskirts,Unfurnished,3,Yes,4608294.568029089,4945.4855653338145
2,1085.6633384750476,1,3,Tier 3,Suburbs,Fully Furnished,8,Yes,5847519.588434381,5386.126049579944
1,507.71564962177166,2,1,Tier 1 (Metro),Suburbs,Unfurnished,11,Yes,6156363.759209886,12125.613547260435
2,881.237718386259,2,0,Tier 2,Outskirts,Fully Furnished,9,No,5839567.432051765,6626.551848853342
3,1450.3105769047104,3,1,Tier 1 (Metro),Suburbs,Unfurnished,13,Yes,18614492.535856374,12834.831954121093
2,1015.71540594383,2,2,Tier 2,Suburbs,Fully Furnished,4,Yes,8344856.122833238,8215.742395950934
3,861.3797716755564,4,2,Tier 2,Suburbs,Semi-Furnished,0,Yes,7825311.378078529,9084.624036221247
2,1091.6336229577398,2,1,Tier 1 (Metro),Outskirts,Semi-Furnished,4,Yes,12170735.806921383,11149.103097379171
2,804.0557550566386,2,3,Tier 1 (Metro),City Center,Semi-Furnished,15,Yes,15567649.39146801,19361.40534230914
3,1154.0002790382764,4,0,Tier 2,Tech Park,Unfurnished,4,Yes,10933579.324528359,9474.503189583465
3,993.796695866787,4,1,Tier 1 (Metro),City Center,Fully Furnished,4,No,21427039.759686217,21560.787884284124
2,641.2215004264219,2,1,Tier 1 (Metro),Suburbs,Fully Furnished,17,Yes,10033290.171750331,15647.1518267526
2,728.9104993775422,1,2,Tier 3,Outskirts,Semi-Furnished,5,No,3078281.6800729325,4223.127095441279
1,429.09790423695097,2,3,Tier 1 (Metro),Tech Park,Semi-Furnished,20,Yes,6052338.33470856,14104.79584017361
3,2085.9777412579706,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,17,Yes,27266438.550302614,13071.298897877647
3,1342.2360972314386,3,1,Tier 3,Tech Park,Fully Furnished,9,Yes,9407865.370892001,7009.098764589271
2,1035.5500212536062,1,0,Tier 1 (Metro),Tech Park,Semi-Furnished,14,Yes,16620070.879937869,16049.510442593688
3,1620.1444159518985,2,0,Tier 1 (Metro),City Center,Unfurnished,23,Yes,31393455.96669933,19376.949151939916
3,1539.3195558647546,4,1,Tier 2,Suburbs,Semi-Furnished,21,Yes,9959677.862395205,6470.182116799058
3,1476.766961782202,2,0,Tier 2,Tech Park,Semi-Furnished,10,No,12629847.574920502,8552.363305635212
4,1521.8824945603021,4,2,Tier 3,City Center,Fully Furnished,18,No,11211212.643315863,7366.674288841842
2,1290.1855096558425,2,3,Tier 3,Outskirts,Unfurnished,24,Yes,4035614.9135719473,3127.9338384822267
2,1361.439328727577,2,3,Tier 2,Tech Park,Fully Furnished,12,Yes,11279354.100815602,8284.874590303974
2,663.4682611754629,2,3,Tier 1 (Metro),Suburbs,Unfurnished,19,No,7931346.189403556,11954.371676124547
1,397.59714091136203,1,2,Tier 1 (Metro),Outskirts,Unfurnished,2,Yes,5571109.276940832,14011.945015929634
3,1416.0568972868982,3,2,Tier 1 (Metro),Tech Park,Semi-Furnished,15,No,24075288.921281923,17001.639529745662
4,1614.1848820359235,3,2,Tier 1 (Metro),Tech Park,Semi-Furnished,6,No,28012837.343432017,17354.169064017162
1,550.5965553455865,2,3,Tier 2,Suburbs,Fully Furnished,11,Yes,4094380.9055931927,7436.263205503204
2,854.3455595186774,2,0,Tier 2,Tech Park,Fully Furnished,14,Yes,8067336.629124079,9442.709146482915
2,1433.0112135613203,1,2,Tier 1 (Metro),Suburbs,Fully Furnished,7,Yes,20378042.127336435,14220.434518926695
4,2476.2194377374385,4,1,Tier 3,Suburbs,Unfurnished,22,No,10335209.828741724,4173.7859218911435
2,1042.514806126443,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,16,Yes,14544760.975296754,13951.610940989043
3,1808.0958789959195,2,1,Tier 1 (Metro),Suburbs,Unfurnished,0,No,23783514.07392555,13153.900935349251
1,610.5900424357309,2,3,Tier 2,Tech Park,Unfurnished,20,Yes,3240743.146201174,5307.559771648726
2,887.2105023883514,2,1,Tier 1 (Metro),Outskirts,Unfurnished,7,Yes,9076198.11554832,10230.039084428545
5,2091.891377729017,2,2,Tier 1 (Metro),Outskirts,Unfurnished,13,Yes,22230496.027146164,10626.983916956464
5,2539.0715314848235,4,2,Tier 1 (Metro),City Center,Unfurnished,9,Yes,50342028.53509732,19826.943790613812
1,586.1636124497944,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,18,Yes,7271950.75340574,12406.00849140664
5,2569.530199326709,3,3,Tier 2,Tech Park,Unfurnished,7,Yes,22881375.352535095,8904.886721522353
3,1026.901055342701,4,1,Tier 3,Tech Park,Unfurnished,18,Yes,6694489.479075411,6519.118316458738
4,1678.8702224196632,4,3,Tier 1 (Metro),City Center,Semi-Furnished,3,Yes,34373706.32409976,20474.308177649866
2,985.2054272811243,1,2,Tier 1 (Metro),Outskirts,Semi-Furnished,9,Yes,10580443.435004655,10739.327192099978
3,1477.300318702251,4,0,Tier 2,Tech Park,Semi-Furnished,22,No,11607501.15394999,7857.23864471018
2,1394.5084353579616,2,2,Tier 3,City Center,Fully Furnished,2,Yes,11858686.94010815,8503.847405601458
3,1084.2036172803005,3,2,Tier 1 (Metro),Outskirts,Fully Furnished,3,Yes,12864213.359854471,11865.126766616082
2,1101.117848367175,1,2,Tier 1 (Metro),Tech Park,Unfurnished,15,No,17151970.384427283,15576.870731740102
1,648.9113108328289,2,1,Tier 2,Suburbs,Unfurnished,23,No,2768302.771740998,4266.072613510295
2,1454.2899490845593,1,2,Tier 2,City Center,Unfurnished,3,Yes,14328503.757477196,9852.5770369909
3,1378.6807730448115,2,3,Tier 1 (Metro),Tech Park,Unfurnished,24,Yes,22366988.765108656,16223.471888790646
2,1098.28589054404,2,3,Tier 2,City Center,Semi-Furnished,19,No,9898229.91264252,9012.434738408043
3,1670.9281071595942,2,0,Tier 1 (Metro),City Center,Fully Furnished,19,No,31784705.909838673,19022.186396678313
5,2597.7408657766455,2,3,Tier 2,City Center,Semi-Furnished,12,No,26286347.256529547,10118.925872412115
1,490.1154798760694,2,2,Tier 2,Suburbs,Fully Furnished,20,Yes,3587463.9822009713,7319.6300249649275
3,1630.792616850014,2,2,Tier 3,Outskirts,Semi-Furnished,16,Yes,6571852.826183599,4029.8519617274064
2,493.55078295606296,2,3,Tier 1 (Metro),Outskirts,Unfurnished,22,Yes,3862873.145657878,7826.698445338622
4,2272.8277960250525,4,0,Tier 1 (Metro),Tech Park,Fully Furnished,24,No,38541713.45776469,16957.603882339998
2,1025.2355807323934,2,0,Tier 1 (Metro),Suburbs,Unfurnished,15,Yes,13114128.990272263,12791.332291553885
3,1433.2575309665203,2,3,Tier 3,Outskirts,Fully Furnished,24,Yes,5663773.906000314,3951.6791529997654
3,2114.0586587158673,3,1,Tier 1 (Metro),Tech Park,Fully Furnished,16,No,36433577.27004766,17233.948130927613
4,1730.026392483779,3,1,Tier 1 (Metro),Tech Park,Unfurnished,5,Yes,30609454.279340472,17693.05625181523
3,1379.0772032804907,3,1,Tier 1 (Metro),City Center,Unfurnished,2,Yes,27298721.995587572,19794.919334936814
